Date,Open,High,Low,Close,Adj Close,Volume
2015-07-08,1651.668335,1694.795044,1641.413940,1681.222900,1681.222900,229598968
2015-07-09,1681.483521,1690.573975,1658.016479,1671.313599,1671.313599,250181789
2015-07-10,1670.866699,1829.174438,1668.669067,1768.963867,1768.963867,623341588
2015-07-11,1768.876953,1853.483521,1760.494507,1820.009644,1820.009644,255259591
2015-07-12,1820.165039,1952.135254,1816.222046,1930.235352,1930.235352,350229926
2015-07-13,1929.986938,1930.738281,1744.544312,1813.100342,1813.100342,385236817
2015-07-14,1812.976196,1838.717529,1779.592041,1784.806396,1784.806396,178361439
2015-07-15,1788.413818,1820.542114,1771.615479,1774.483643,1774.483643,170642310
2015-07-16,1775.805908,1807.722412,1709.075195,1726.765747,1726.765747,307257256
2015-07-17,1726.778320,1740.118408,1688.979004,1735.101807,1735.101807,171301207
2015-07-18,1734.226440,1754.068970,1701.594727,1706.722900,1706.722900,156374110
2015-07-19,1705.890869,1711.497314,1691.896973,1698.732544,1698.732544,95191826
2015-07-20,1698.018555,1732.332397,1694.672119,1732.332397,1732.332397,141026438
2015-07-21,1731.717651,1742.084595,1710.214355,1712.785034,1712.785034,142388182
2015-07-22,1711.692261,1724.111450,1703.631714,1721.354492,1721.354492,120397085
2015-07-23,1722.093506,1726.902344,1711.948242,1714.015869,1714.015869,115062695
2015-07-24,1713.742676,1796.116455,1708.886963,1790.062378,1790.062378,230989674
2015-07-25,1789.354370,1805.306519,1775.929565,1792.663940,1792.663940,128301931
2015-07-26,1792.310181,1819.706421,1786.510376,1817.433716,1817.433716,99552567
2015-07-27,1817.141968,1848.908447,1784.805908,1823.140747,1823.140747,189948787
2015-07-28,1823.196655,1841.923218,1821.687378,1827.920654,1827.920654,158026130
2015-07-29,1828.274536,1828.597412,1792.987549,1798.035278,1798.035278,153189706
2015-07-30,1795.011597,1801.276367,1779.472656,1786.638428,1786.638428,134349664
2015-07-31,1786.477173,1794.319946,1753.017334,1767.591064,1767.591064,146729622
2015-08-01,1767.814697,1769.342285,1726.992065,1748.657837,1748.657837,117953252
2015-08-02,1741.504150,1757.543945,1723.371826,1754.948242,1754.948242,110049545
2015-08-03,1756.140381,1772.403809,1739.854614,1746.053955,1746.053955,133326245
2015-08-04,1746.041748,1773.890137,1746.041748,1770.804443,1770.804443,136022355
2015-08-05,1768.500977,1772.590088,1747.927979,1750.374390,1750.374390,124986829
2015-08-06,1750.523560,1750.523560,1728.771362,1729.851685,1729.851685,116691424
2015-08-07,1730.870117,1740.869751,1715.845947,1735.859375,1735.859375,263775378
2015-08-08,1736.834229,1737.989014,1618.670166,1620.452148,1620.452148,363413837
2015-08-09,1621.190918,1657.741455,1617.167603,1645.820923,1645.820923,147702490
2015-08-10,1648.273193,1658.108521,1630.563599,1642.200073,1642.200073,130269486
2015-08-11,1641.405273,1709.704712,1663.528076,1709.704712,1709.704712,160823636
2015-08-12,1711.045166,1739.074097,1694.886841,1700.677612,1700.677612,171202921
2015-08-13,1699.445435,1710.806763,1681.709351,1689.636597,1689.636597,177137366
2015-08-14,1689.969238,1709.321777,1672.883911,1697.907715,1697.907715,173134441
2015-08-15,1696.942627,1704.215454,1669.890381,1671.520142,1671.520142,123477286
2015-08-16,1673.533203,1677.201538,1642.697510,1652.066406,1652.066406,189915404
2015-08-17,1651.957886,1665.642944,1643.928955,1649.421265,1649.421265,138218367
2015-08-18,1649.101440,1649.529907,1349.385742,1349.385742,1349.385742,269438620
2015-08-19,1442.669556,1518.824097,1424.722290,1449.780273,1449.780273,389295056
2015-08-20,1451.155273,1516.168945,1451.155273,1503.298218,1503.298218,206156563
